churned,id,customer_code,co_name,total_spend
0,643,158,Chen Cabrera and Bishop,37607.42
0,644,1041,Juarez-Wolfe,15943.03
0,645,1112,Johnson Santos and Simmons,57202.54
0,646,965,Frost-Ryan,60748.21
0,647,462,Shepherd LLC,52526.97
0,648,328,Browning-Hudson,3143.22
0,649,1013,Bernard PLC,74321.1
0,650,2784,Murphy PLC,28437.78
0,651,1575,Pearson and Sons,54446.88
0,652,2409,Mcdonald-Barnes,53200.83
0,653,368,Parker-Smith,79126.22
0,654,1168,Collins and Sons,10338.34
0,655,69,Shelton Nguyen and Kane,52997.66
0,656,2983,Taylor Ltd,1723.81
0,657,1421,Allen-Winters,49130.91
1,658,531,Fleming-Steele,53634.79
0,659,2798,Caldwell Inc,73042.98
0,660,1200,Williams-Mcgrath,68533.16
0,661,2929,Smith Sullivan and Ramirez,33129
0,662,2577,Watson LLC,71737.15
0,663,2515,Myers Group,4955.13
0,664,2451,Myers Stanton and Butler,47492.11
0,665,1455,Williams LLC,31548.05
0,666,1715,Mack Ltd,11233.81
0,667,1961,Conner-Harvey,70133.47
0,668,2644,Gomez LLC,45565.11
0,669,2823,Smith Ltd,56349.48
0,670,1728,Walton Williams and Houston,65165.69
0,671,2849,Ward Inc,51124.93
0,672,1033,Guerra PLC,19414.39
0,673,2541,King Murray and Powell,30949.43
0,674,378,Garcia-Jones,18368.06
1,675,1529,Gonzalez and Sons,8163.86
0,676,1676,Walsh Ltd,21637.11
0,677,797,Smith-Lucas,58277.93
0,678,969,Nguyen-Davis,74352.73
0,679,719,Davis-Wilson,46515.76
0,680,2871,Morales-Doyle,40920.04
0,681,1102,Baker Daniel and Hall,19262
0,682,541,Ross Ltd,58455.2
0,683,1979,Hernandez PLC,50416.53
0,684,1049,Quinn LLC,41453.93
0,685,835,Lopez Group,30658.32
1,686,1306,Roy Camacho and Todd,4628.29
0,687,638,Lin-Lewis,10003.12
0,688,782,Black-Watkins,74789.72
0,689,210,Bass Noble and Davis,1006.11
0,690,958,Alvarez Ltd,32194.01
0,691,2826,Mitchell Roberts and Schneider,27338.28
0,692,712,Johnson Ltd,54929.02
0,693,2331,Chan-Garcia,57071.26
0,694,356,Alexander Lewis and Willis,76631.44
0,695,1537,Smith Wagner and Parker,32875.85
1,696,2565,Burton LLC,10488.55
0,697,515,Porter Inc,77816.85
0,698,2597,Patterson-Patel,58240.74
0,699,221,Newman Hahn and Austin,62115.11
0,700,528,Hall Petersen and Taylor,31787.47
0,701,1192,Gross-Bullock,8939.5
0,702,463,Mata Gibson and Torres,26992.09
1,703,1939,Bradshaw-Barrett,57005.41
0,704,297,King Johnson and Farmer,70601.29
0,705,470,Cross Inc,48471.9
0,706,1019,Greer PLC,45265.23
0,707,1038,Smith Herman and Shaffer,53889.39
0,708,1629,Schmidt Ltd,77526.95
0,709,1771,Moore-Dixon,63034.18
0,710,2887,Mcgee PLC,73481.39
0,711,2560,Reed Briggs and Sanchez,14119
0,712,939,Jensen Ingram and Porter,53898.83
0,713,832,Jones Russell and Williams,16461.14
0,714,2551,Butler Greer and Ballard,50718
0,715,361,Sanchez Randall and Russell,3786.96
0,716,2037,Pham West and Morse,75963.48
0,717,1794,Snyder Coleman and Frederick,2169.49
0,718,636,Green Ltd,31569.67
0,719,2609,Durham Hill and Acosta,71358.31
0,720,200,Garcia Sullivan and Gonzales,65810.86
0,721,2077,Reed Hammond and Serrano,66383.75
0,722,1890,Cochran Mathews and Murphy,51701.83
0,723,412,Bush-Wall,78605.34
0,724,1913,Brock Sanders and Welch,55163.08
0,725,2864,Anderson Ltd,47109.61
0,726,1444,Cardenas Johnson and Martinez,39213.91
0,727,104,Baker Clayton and Lawrence,53777.53
0,728,2172,Allen-Munoz,16296.03
0,729,2033,Foley Charles and Young,17034.43
0,730,2758,Peterson and Sons,40301.5
0,731,454,Adams-Gomez,41085.81
0,732,846,Clayton-Baker,7177.51
0,733,885,Young PLC,3666.88
0,734,2301,Lindsey-Robinson,41904.6
1,735,2811,Webb-Bryan,61104.97
0,736,202,Harper-Brown,43303.11
0,737,1108,Kirk Inc,53020.78
0,738,2408,Mason-Ortega,72762.19
0,739,447,Sullivan Ltd,21918.9
0,740,143,Martin Garcia and Knapp,67215.85
0,741,608,Cochran and Sons,11544.72
0,742,1291,Patton Inc,75626.09
0,743,49,Kim Morales and Zimmerman,79529.2
0,744,1213,Gonzalez-Ortega,30174.8
0,745,679,Arnold Mcclure and Keller,55212.7
0,746,2674,Williams-Mullen,30628.93
0,747,10,Bishop David and Douglas,51949.79
0,748,1861,Adams Gonzalez and Hall,19441.35
0,749,1504,Martin Davis and Webb,65567.59
0,750,2268,Price-Williams,22743.26
0,751,112,Dixon LLC,47495.57
0,752,2043,Walker Smith and Boone,60295.99
0,753,2749,Gibson Coleman and Simmons,4678.2
0,754,2559,Herring-Martinez,54069.83
0,755,1910,Michael-Harrison,68001.9
0,756,2874,Rivera Bryant and Smith,24007.6
0,757,1994,Wilson LLC,17281.28
0,758,2049,Klein-Miller,48566.43
0,759,685,Preston Inc,9638.17
0,760,1166,Ballard LLC,77826.9
0,761,1701,Lane-Moore,5986.9
0,762,359,Evans PLC,27240.8
1,763,1952,Hill Martin and Baker,48138.48
0,764,130,Bailey Ltd,71140.32
0,765,2349,Williams Bowman and Hernandez,6712.22
0,766,496,Duffy Cannon and Morgan,16164.9
0,767,2318,Myers Scott and Valdez,38565.64
0,768,2993,Jacobs Thompson and Irwin,75524.26
0,769,63,Johnson-Lamb,67985.69
0,770,1436,Johnson and Sons,64063.84
0,771,1898,Johnston Ltd,41220.61
1,772,1727,Hill Gutierrez and Ortiz,79359.49
0,773,2951,Murphy Silva and Hubbard,49508.55
0,774,1224,Rogers-Richardson,19293.83
1,775,546,Ray Ltd,36359.21
1,776,1462,Martinez-Spencer,3483.62
0,777,2940,Zimmerman Inc,34481.97
0,778,1573,Lane Butler and Gill,53434.2
0,779,2085,Chambers PLC,78683.16
0,780,1241,Carlson Baldwin and Pearson,1449.18
0,781,2482,Baker Hill and Wright,51922.48
0,782,311,Buckley Inc,63860.12
0,783,1987,Clay-Williams,59939.88
0,784,622,Thompson PLC,39660.92
1,785,680,Anderson Inc,29657.12
0,786,1642,Henry-Chang,53212.55
0,787,171,Stewart and Sons,14734.18
0,788,2191,Lang-Steele,20149.42
0,789,1755,Mitchell LLC,11852.52
0,790,169,Adams Ltd,7905.26
0,791,999,Briggs-Dorsey,16142.5
0,792,818,Sanders Price and Hunter,37867.7
0,793,555,Mercer Ltd,10159.45
0,794,800,Greene-Smith,73309.02
0,795,1001,Lewis-Taylor,23809.08
0,796,2670,Montgomery Phelps and Schultz,79980.63
0,797,2679,Gonzalez-Vega,53632.47
0,798,2640,Robinson Ltd,39408.57
0,799,1182,Snyder Mcclain and Stewart,76209.35
0,800,318,Jordan-Williams,67605.81
0,801,1137,Sparks LLC,79004.87
0,802,1554,Munoz Serrano and Taylor,2177.23
0,803,778,Sandoval Green and Valenzuela,31361.1
0,804,1411,Ramirez-Baker,45799.78
0,805,2721,Butler Thompson and Frey,20231.78
0,806,1907,Parker-Duran,45267.92
0,807,2813,Zuniga Campos and Turner,56680.63
0,808,1149,Shea Dean and Garcia,28098.77
0,809,752,Dickerson LLC,31727.93
0,810,2719,Salazar Ltd,8446.39
1,811,492,Castillo Howard and Jones,79038.55
0,812,2341,Jackson Anderson and Hudson,43283.32
0,813,1700,Parker and Sons,21872.97
0,814,1048,Buchanan Padilla and Gordon,57940.44
0,815,1316,Shaw Inc,63919.66
0,816,557,Payne Reyes and Guzman,11876.6
0,817,1311,Galloway Ltd,4637.65
0,818,19,Clark Hernandez and Bass,46768.87
1,819,1,Jennings Group,19017.04
1,820,1767,Carpenter Inc,66479.9
0,821,1468,Stewart-Harris,9492.21
0,822,1145,Sparks LLC,65341.5
0,823,1406,Chen Snyder and Gonzalez,57202.06
0,824,65,Reynolds Ross and Myers,43775.83
1,825,2124,Miller-Price,75250.8
0,826,2288,Hoffman-Williams,69600.78
0,827,2475,Davis Ltd,48148.82
0,828,670,Wilson-Dixon,8450.5
1,829,1042,Sutton-Lutz,45126.95
0,830,1119,Crosby and Sons,17014.43
0,831,2988,Perry and Sons,49113.45
0,832,1688,Nielsen-Williams,71007.88
0,833,2624,Saunders and Sons,25368.81
0,834,2769,Cruz Simpson and Carr,36671.12
0,835,1905,Caldwell Ltd,76208.13
0,836,884,Smith-Love,18235.49
0,837,2023,Robinson-Meyer,25514.33
0,838,1276,Smith-Nguyen,20855.92
0,839,508,Parker-Lewis,37441.16
0,840,923,Greene Underwood and Bird,37880.62
0,841,992,Buchanan-Romero,35793
0,842,1478,Ramirez-Chen,39883.64
0,843,1254,Duncan Lopez and Armstrong,1119.63
0,844,2327,Brown PLC,35010.44
0,845,499,Dunn PLC,25833.89
0,846,1015,Torres Miller and Stewart,47910.99
0,847,1356,Gutierrez-Wyatt,59709.31
0,848,813,West-Morris,69813.37
0,849,1754,Clements Hernandez and Poole,25638.93
0,850,850,Hall Ltd,27068.52
0,851,1106,Myers Wright and Fuller,67607.72
0,852,2547,Mejia Group,26722.4
0,853,2234,Jackson Inc,40374.36
0,854,2903,Edwards-Webb,68408.22
0,855,1339,Moore Ltd,38645.63
0,856,601,Martinez Group,49503.72
0,857,1222,Roberts Rice and Peterson,70051.68
0,858,2264,Oconnor-Lambert,50142.26
0,859,730,Edwards-Bridges,77937.4
0,860,748,Wolfe Jones and Rice,71381.65
0,861,1862,Medina Becker and Vaughn,32989.04
0,862,2128,Williams-Chapman,57105.22
0,863,1658,Taylor-Wilson,15796.84
0,864,506,Woods-Salas,49621.67
0,865,1089,Daniel-Bell,11815.87
0,866,2479,Mejia Hayes and Stone,73247.12
0,867,747,Perry LLC,26329.22
0,868,913,Smith and Sons,12491.76
0,869,1561,Haynes Ltd,62962.36
0,870,857,Shannon-Pennington,73489.26
0,871,2398,Johnson Howard and Snow,22790.37
0,872,973,Watts Lewis and Griffin,39175.81
1,873,1053,Smith Barton and Gutierrez,37862.6
0,874,67,Stevens-White,16063.22
0,875,2245,Flores-Stewart,71273.5
0,876,1796,Coleman Joseph and Stanley,45081.13
0,877,615,Watts Group,20840.99
0,878,2553,Walker Group,33088.13
0,879,734,Castillo Pacheco and Walsh,1888.63
0,880,2179,Wallace-Burgess,65712.25
0,881,674,Parker Johnson and Hayes,56880.78
0,882,2509,Watson Brown and Hernandez,58922.33
0,883,910,Garza LLC,46024.58
0,884,1650,Cook-Ramos,20660.17
0,885,2690,King Reed and Guzman,62880.32
0,886,268,Collins Ltd,67856.84
0,887,2167,Mack Evans and Coffey,12560.96
0,888,1491,Rhodes Kim and Estes,8198.27
0,889,1985,Melton-Smith,51061.73
0,890,599,Watts Casey and Sellers,8694.84
0,891,2498,Johnson-Valenzuela,36941.41
0,892,2518,Brown-Holland,52821.47
0,893,522,Banks Group,28614.01
0,894,1439,Smith Smith and Kennedy,14649.66
0,895,2265,Cabrera Bradford and Santiago,43037.74
0,896,1884,Craig Group,24320.31
0,897,869,Leonard-Charles,32421.27
0,898,1085,Hudson Mccullough and James,20292.98
0,899,742,White LLC,31320.83
0,900,675,Walter-Smith,35175.7
0,901,1190,Kirby Thompson and Smith,28865.19
0,902,468,Lopez-Henderson,66171.04
0,903,122,Park-Thompson,20998.91
0,904,1787,Kelley Shannon and Jones,15627.07
0,905,434,Mcmillan PLC,69549.34
0,906,1389,Meyer Group,72542.72
1,907,2345,Jenkins-Mclean,59043.85
0,908,2052,Dickerson Willis and Fischer,13525.01
0,909,607,Maxwell-Andrade,32406.98
1,910,497,Campos PLC,44992.94
1,911,166,Pearson-Rivera,2744.24
0,912,2799,Boyd-Valdez,45692.23
0,913,363,Simpson PLC,71599.47
1,914,1647,Clarke Cherry and Glass,40709.47
0,915,1131,Green Conner and Estrada,55013.56
0,916,1685,Roman-Hardy,1220.72
0,917,1153,Whitehead Shea and Lopez,18536.4
0,918,2113,Davis LLC,28001.34
0,919,445,Oconnell Smith and Mason,53451.37
0,920,1921,Hernandez-Williams,54597.65
0,921,2964,Day-Colon,6039.26
0,922,1978,Duncan-Hernandez,78728.86
0,923,2427,Potter-Gray,46452
0,924,1140,Perry-Morris,30762.2
0,925,1815,Woodard Inc,59445.65
0,926,142,Marsh Taylor and Blake,48087.48
0,927,2293,Keller Anderson and Blair,44039.09
0,928,270,Jackson-Ingram,37819.59
0,929,5,Gillespie Group,1732.32
0,930,400,Carpenter Arellano and Mora,29657.07
0,931,591,Miller Moody and Perry,57186.39
0,932,2257,Peterson-Goodman,54591.85
0,933,536,Rogers-Lewis,78646.99
0,934,2851,Parker Davis and Copeland,25739.26
0,935,746,Blackwell Franklin and Burns,56885.29
1,936,635,Friedman PLC,15605.65
0,937,1234,Aguilar-Stewart,71551.46
1,938,107,Smith Group,11736.28
0,939,1799,Jones Buchanan and Owen,77019.5
0,940,1830,Russell Gonzalez and Harding,22613.65
0,941,2980,Carlson-Pittman,5212.55
0,942,1821,Campbell-Nichols,66773.56
0,943,1214,Cunningham Simon and Robinson,64620.34
0,944,2728,Brennan-Hunter,67112.85
0,945,775,Thomas Ward and Watson,75650.21
0,946,294,Massey and Sons,53978.15
0,947,1066,Young Ltd,71175.92
0,948,896,Adams Garcia and Hughes,3905.33
0,949,1881,Phillips Bates and Smith,48330.47
0,950,2402,Chavez Reynolds and Carr,66040.89
0,951,1793,Juarez Peters and Hobbs,65690.32
0,952,1164,Barrett LLC,25362.05
0,953,2250,Hancock-Hamilton,76873.39
0,954,2892,Santiago-Anderson,53273.07
0,955,933,Jefferson Ltd,52105.6
0,956,460,Mitchell Wright and Hill,16115.91
0,957,2141,Hernandez-Francis,49581.98
0,958,1645,Robinson Ltd,34166.37
1,959,129,Perez Adams and Mendoza,65297.51
0,960,1262,Vaughn Richards and Thompson,27439.27
0,961,1648,Hernandez-Mcclure,40939.61
0,962,288,Davis Marshall and Wagner,43449.14
0,963,1675,Johnson-Pearson,55002.49
0,964,1298,Schmidt-Harris,46366.99
0,965,1848,Dunn Blackwell and Ortiz,54116.79
0,966,2120,Sanders Phillips and Gonzalez,62117.63
0,967,2290,Anderson PLC,4083
0,968,1054,Lang James and Gray,37967.95
0,969,1155,Parker-Rodriguez,69265.77
0,970,1757,Gonzales-Dunn,30285.61
0,971,729,Williams-Garza,30038.8
0,972,2339,Matthews Hopkins and Green,66644.2
0,973,983,Watts-Mueller,32542.79
0,974,1779,Fitzpatrick Inc,28216.68
0,975,2631,Becker Ltd,70754.35
0,976,2924,Hart Johnson and Rosario,40508.81
0,977,2815,Ramirez Boone and Wilson,19180.66
0,978,2464,Hahn-Peterson,66097.15
0,979,2731,Spears PLC,71449.31
0,980,1942,Yoder-Garrett,4385.23
0,981,2429,Coleman Gomez and Anderson,79508.3
0,982,2583,Padilla Ritter and Edwards,40558.4
0,983,1188,Larson-Tyler,57148.7
0,984,34,Rios and Sons,38680.76
0,985,427,Guerrero Inc,45284.45
1,986,227,Murphy Garza and Lee,77166.79
0,987,1391,Butler Garcia and Cooper,2683.79
0,988,858,Gregory Roy and Floyd,13469.09
0,989,2834,Morales Fitzgerald and Collins,64200.82
0,990,814,Sanchez-Chavez,8129.92
0,991,1983,Mcdaniel Diaz and Vaughan,46223.1
0,992,2031,Cortez Ltd,24395.88
0,993,1329,Brown Johnson and Wilkins,44177.72
0,994,1964,Barajas-Ho,20127.28
0,995,864,Hoffman Bell and Vaughn,46197.21
0,996,1073,Simmons Nguyen and Trujillo,44718.25
0,997,2118,Little and Sons,18313.82
0,998,1248,Duke LLC,4970.22
0,999,1689,Henry Taylor and Long,31064.54
0,1000,455,Smith-Robinson,46720.45
0,1001,1709,Thompson-Bell,46601.09
0,1002,1980,Murray Hebert and Thomas,59079.43
1,1003,2535,Cooper and Sons,50826.46
0,1004,2468,Rivera and Sons,67172.43
0,1005,1886,Jimenez-Cruz,63107.61
0,1006,2080,Cohen Inc,8202.06
0,1007,1361,Austin-Weaver,63181.27
0,1008,1883,Ballard Long and Williams,1893.07
0,1009,2362,Weaver-Johnson,3932.93
0,1010,451,Goodman Meyer and Baker,32305.05
0,1011,1655,Wells-Clayton,49254.59
0,1012,2810,Ayala-Molina,61710.45
0,1013,1318,Vega Baldwin and Hawkins,42517.74
0,1014,569,Wilson Carter and Estrada,55489.08
0,1015,82,Brown Scott and Chambers,36694.59
0,1016,1105,Bowman-Peck,58559.33
0,1017,1775,Harris PLC,51396.71
0,1018,2513,Jensen-Coleman,31514.02
0,1019,1912,Harper-Henson,30333.16
0,1020,911,Hull and Sons,74027.36
0,1021,1697,Brown Martin and Villegas,25664.58
1,1022,123,Cuevas James and Larson,10381.88
0,1023,1271,Hendricks Inc,26857.14
0,1024,1245,Wright-Potter,33335.6
0,1025,320,Miller LLC,61076.82
0,1026,2554,Leblanc Group,45206.58
0,1027,770,James-Mata,56690.32
0,1028,2343,Jackson Davis and Cowan,17165.49
0,1029,1103,Morales-Ramos,69902.79
0,1030,1069,Mcmillan-Ware,56622.72
0,1031,464,Williams PLC,46356.52
0,1032,950,Palmer-Hickman,48090.34
0,1033,338,Singleton and Sons,68095.82
0,1034,1901,Thomas-Nielsen,18854.64
0,1035,1578,Stevenson-Alexander,23101.52
0,1036,1120,Fisher-Nelson,48825.26
0,1037,2775,Hill Bell and Maxwell,52354.55
0,1038,1397,George Group,34837.95
0,1039,2458,Wilson LLC,56474.76
0,1040,1208,Brown Garcia and Mendoza,10607.43
0,1041,1167,Smith and Sons,28707.41
0,1042,1129,Holmes Group,27601.36
0,1043,2632,Christian-Phillips,51125.92
1,1044,1999,Gregory Odonnell and Richard,64053.41
0,1045,953,Turner-Phillips,62152.88
0,1046,178,Quinn Harmon and Hernandez,25664.38
0,1047,1027,Reed Schneider and Young,11366.36
0,1048,149,Meyers-Jordan,36106.91
0,1049,2860,Townsend-Ferguson,47071.99
0,1050,2153,Doyle Ltd,10240.92
0,1051,1802,Johnson PLC,59589.44
0,1052,1177,Adams-Smith,71718.26
0,1053,1729,Matthews LLC,10818.52
0,1054,1560,Fernandez PLC,1928.15
0,1055,667,Rodriguez-Martinez,47920.09
0,1056,875,Thompson-Griffin,37550.27
0,1057,1920,Price Group,7791.39
0,1058,1811,Robinson-Love,38321.48
0,1059,1847,Torres-Williams,47598.51
0,1060,1116,Clark-Kennedy,9963.82
0,1061,2938,Schneider Maldonado and Perez,5884.74
0,1062,1369,Garcia Bonilla and Burke,66623.8
0,1063,1940,Smith Group,42445.7
0,1064,1539,Knight Group,27443.66
1,1065,2278,Mccullough Ltd,23160.25
0,1066,2683,Rodriguez and Sons,13686.37
0,1067,494,Cooper Underwood and Golden,61442.19
0,1068,2246,Hall Inc,37719.97
0,1069,540,Jimenez-Moore,40413.6
0,1070,1342,Hill Holland and Townsend,68229.88
0,1071,310,Robles Fuller and Rasmussen,77398.39
1,1072,2534,Vazquez Wilson and Hale,15553.3
0,1073,2221,Rodriguez Inc,58488.44
0,1074,176,Cook-Bolton,72597.21
0,1075,442,Chen LLC,69812.03
0,1076,1690,Wu Barron and Hernandez,71212.45
0,1077,563,Park-Stewart,33167.8
0,1078,100,Herring Lara and Butler,11375.82
0,1079,2136,Zhang Reid and Watson,67197.94
0,1080,1819,Stephenson-Sloan,40941.44
0,1081,1381,Ramos and Sons,58665.83
0,1082,681,Washington and Sons,23876.49
0,1083,1612,Costa Mitchell and Miller,7377.91
0,1084,2035,Ramirez-Waller,60401.62
1,1085,1022,Wilkinson-Allen,60233.09
0,1086,1513,Jones-Hernandez,18689.18
0,1087,1956,Munoz Group,49895.4
0,1088,1585,Johnson LLC,39443.25
0,1089,809,Shaw-Koch,14624.09
0,1090,484,Smith Mclaughlin and Dawson,48364.54
0,1091,1235,Coleman Robinson and Vaughn,38686.85
0,1092,2239,Ellis-Wright,70673.57
0,1093,1097,Singh-Phillips,39233.88
0,1094,2928,Williams Mills and Farrell,30956.25
0,1095,1801,Harrison-Nelson,6895.52
0,1096,1596,Hernandez-Williams,54270.95
0,1097,1045,Fox Ltd,4290.93
0,1098,179,West-Hudson,67994.26
0,1099,375,Garcia-Garcia,73704.41
1,1100,2494,Allen Ltd,52122.61
0,1101,1835,Lee-Martin,63028.19
0,1102,1016,Moore-Jones,42006.77
0,1103,1986,Thompson Gonzalez and Turner,72467.72
0,1104,2467,Collins-Kramer,49630.92
0,1105,465,Coleman Martinez and Oliver,63213.02
0,1106,794,West Anthony and Perez,21824.98
0,1107,1716,Berg-Garrett,38867.45
0,1108,2253,Larsen LLC,2932.47
0,1109,568,Palmer-Hooper,78187.34
0,1110,1283,Callahan LLC,72822.86
0,1111,1505,Austin Wright and Daugherty,71275.67
1,1112,1221,Thompson-Glass,44074.1
0,1113,565,Davis Singleton and Moran,60408.85
0,1114,2447,Singh Dyer and Campbell,69662.41
0,1115,2182,Duffy-Roberson,14995.7
0,1116,866,Hayes PLC,12818.98
0,1117,145,Hughes Ltd,76773.8
1,1118,777,Thomas Oneill and Harris,34230.31
0,1119,2024,Hunt Inc,49244.56
0,1120,481,Smith Ltd,22221.2
0,1121,1509,Reeves-Graham,55166.21
0,1122,1981,Russo-Schultz,64909.86
0,1123,1442,Reed Robles and Mcdonald,41575.53
0,1124,1807,Jones Ltd,40725.43
0,1125,2344,Welch Stanton and Irwin,32014.95
0,1126,1447,Jacobs-Larson,10911.28
0,1127,507,Smith Inc,57935.7
0,1128,448,Smith Sanchez and Schmidt,79697.7
0,1129,693,Roberts Lewis and Bennett,11959.53
0,1130,1362,Ortiz Clark and Riddle,56823.04
1,1131,2596,Taylor-Baird,14684.89
0,1132,1863,Ortega Ltd,32581
0,1133,64,Salazar LLC,29895.27
0,1134,596,Carrillo Caldwell and Fitzgerald,33028.64
1,1135,941,Blake-Martinez,33857.64
0,1136,1456,White Reilly and Campbell,62169.22
0,1137,2994,Montgomery Robinson and Calhoun,3717.44
0,1138,578,Smith Torres and Perez,49754.13
0,1139,783,Mcclure PLC,1258.62
0,1140,1936,Torres-Roberts,15622.58
0,1141,776,Martin-Jackson,77131.19
0,1142,2862,Sanders Frost and Jordan,69945.04
0,1143,287,Cunningham Inc,23797.31
0,1144,2783,Young-Griffith,2874.65
0,1145,547,Johnson Jackson and Cook,49717.58
0,1146,2298,Wade Davis and Bond,34477.85
0,1147,1574,Adams PLC,22405.44
0,1148,2925,Taylor-Ferguson,40457.36
0,1149,1998,Martinez Ltd,68028.5
0,1150,483,Schmitt-Torres,65191.12
0,1151,1366,Sullivan Guzman and Gonzales,72614.8
0,1152,2227,Weaver Burton and Becker,22527.12
0,1153,1577,Ballard-Holland,55252.23
0,1154,803,Hall and Sons,63938.79
0,1155,580,Gordon Group,69995.42
0,1156,1502,Thomas PLC,77945.78
0,1157,1632,Mcdonald LLC,59157.56
1,1158,1480,Buchanan PLC,75682.55
0,1159,2401,Johnson-Johnson,15814.62
0,1160,2681,Weaver Crawford and Jenkins,34574.22
0,1161,23,Soto PLC,62950.57
0,1162,2562,Nguyen and Sons,50993.37
0,1163,15,Navarro Curtis and Murray,29941.86
0,1164,2629,Bryant Baker and Jones,57534.14
0,1165,2199,King Bender and Burgess,58327.67
0,1166,2491,Boone-Caldwell,71595.75
0,1167,2748,Williams-Garrett,61839.44
0,1168,2039,Smith-Boyd,36012.69
0,1169,1296,Thompson-Fleming,56720.01
0,1170,2438,Lam Hunt and Chapman,20905.11
0,1171,409,Atkinson and Sons,6050.99
0,1172,1951,Koch Ltd,78583.91
0,1173,855,Gutierrez Mathis and Mullen,78574.97
0,1174,1459,Mckee PLC,38631.86
0,1175,2387,Winters LLC,56455.82
0,1176,598,Hampton Austin and Murphy,32676.37
0,1177,2361,Knight Group,27607.1
0,1178,1875,Thomas-Pearson,31374.57
0,1179,1063,Gonzalez White and Wiley,10226.09
0,1180,502,Smith Webster and Duke,48969.71
0,1181,543,Rodriguez Thompson and Taylor,54946.16
0,1182,1141,Moore Johns and Noble,75941.48
0,1183,2192,Brooks-Gonzalez,71978.07
0,1184,2688,Hernandez Paul and Calhoun,16770.43
0,1185,2655,Valencia Baker and Lopez,67365.32
0,1186,53,Roach Group,34774.64
0,1187,1718,Schultz Simmons and Rodriguez,38540.5
0,1188,1823,Burton Group,58718.5
0,1189,1666,Edwards Clark and Mclaughlin,40228.59
0,1190,2289,Thomas-Page,25978.1
0,1191,900,Robertson Ltd,67050.03
0,1192,189,Juarez-Richards,31644.13
0,1193,609,Khan Tyler and Mcclain,52652.62
0,1194,2415,Bell-Cooper,74626.43
0,1195,2017,Ramos Collins and Whitehead,52518.69
0,1196,1269,Chavez Inc,75297.52
0,1197,2507,Harris Smith and Suarez,48313.24
0,1198,996,Marks-Hull,56136.84
0,1199,758,Sanchez-Collins,69396.01
0,1200,1340,Turner Ltd,35506.83
0,1201,757,Armstrong Ltd,70994.04
0,1202,709,Drake Myers and Roach,24322.26
0,1203,2099,Montoya LLC,31090.15
0,1204,2304,Carter Ltd,64077.04
0,1205,2086,Schmidt-Anderson,74668.93
0,1206,2230,Thompson Frost and Gallegos,18943.58
0,1207,1531,Miller Ltd,30732.11
0,1208,2760,Mcbride Shaw and Bullock,6939.28
0,1209,2845,Mcdonald Dawson and Greer,40420.93
0,1210,2256,Anderson PLC,67289.62
0,1211,2174,Cabrera Christensen and Anthony,16238.78
0,1212,1312,Davidson Cooper and Warren,4159.27
0,1213,1492,White-Watson,40193.67
0,1214,2326,Padilla LLC,69911.84
0,1215,146,Jordan LLC,25769.42
0,1216,18,Nguyen-Ross,1140.12
0,1217,1657,Humphrey and Sons,73541.05
0,1218,1749,Jones-Roy,74601.95
0,1219,2761,Castillo Inc,12208.81
0,1220,2870,Brooks-Clements,57416.33
0,1221,1659,Butler Inc,26131.48
0,1222,766,Vasquez Sanders and Cunningham,38534.55
0,1223,1845,Holt Christian and Mora,51995.45
0,1224,1143,Wallace-Holmes,48281.21
0,1225,883,Brown Lee and Williams,70202.57
1,1226,1076,Smith-Wong,5643.4
0,1227,2659,Bowman Frederick and Wiley,57469.1
0,1228,1093,Phillips LLC,13713.31
0,1229,2001,Middleton Jones and Montoya,10357.77
0,1230,2590,Rivera Hoffman and Mills,33229.05
0,1231,384,Keith-Cooley,45244.23
1,1232,2684,Russo Ltd,51387.9
0,1233,1402,Cooley-Taylor,10088.36
0,1234,1215,Mejia-Spears,25704.23
0,1235,2866,Rose-Jones,42765.08
0,1236,2693,Jones PLC,27919.33
0,1237,918,Campbell-Robinson,37659.8
0,1238,1204,Grant-Rosales,76055.04
1,1239,895,Skinner Brooks and Evans,23789.38
0,1240,530,Finley and Sons,48475.86
0,1241,1995,Barnett Coleman and Dennis,14553.78
0,1242,2021,Cisneros Miller and Reynolds,74819.72
0,1243,1227,Vincent-Evans,9145.53
0,1244,2780,Reyes and Sons,19343.95
0,1245,1844,Tucker-Thompson,4673.4
0,1246,2486,Williams Henry and Li,48615.23
0,1247,2055,Duncan PLC,18547.5
0,1248,2091,Bennett West and Andrews,41003.6
0,1249,1028,Meyer LLC,39277.42
0,1250,42,Hudson Inc,60896.85
0,1251,2622,Wright-Brown,28682.74
0,1252,2571,Jimenez PLC,34860.82
0,1253,556,Ferguson Brandt and Ellison,57037.68
0,1254,2347,James and Sons,72846.83
0,1255,96,Hawkins LLC,67252.46
0,1256,2922,Black-Vasquez,34483.01
0,1257,1185,Green PLC,29846.72
0,1258,2295,Harris PLC,3625.7
0,1259,1630,Pearson PLC,49241.03
0,1260,1422,Johnson-Williams,70227.34
0,1261,2490,Herman Garcia and Ward,52098.05
0,1262,1681,Weber PLC,53238.89
0,1263,1962,Hatfield Daniels and Bond,12792.75
0,1264,1282,Mccarthy-Bell,38071.01
0,1265,2217,Robinson-Dean,8937.55
1,1266,1945,Bell LLC,23528.56
0,1267,2158,Allen-Boone,35318.23
